"goHallmarkId","goHallmark","goHallmarkTerm","goId","goTerm"
"GO:0006338","Epigenetic alteration","chromatin remodeling","GO:2000749","positive regulation of rDNA heterochromatin assembly"
"GO:0006954","Inflammation","inflammatory response","GO:0001660","fever generation"
"GO:0006954","Inflammation","inflammatory response","GO:0001774","microglial cell activation"
"GO:0006954","Inflammation","inflammatory response","GO:0001788","antibody-dependent cellular cytotoxicity"
"GO:0006954","Inflammation","inflammatory response","GO:0001794","type IIa hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0001795","type IIb hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0001796","regulation of type IIa hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0001797","negative regulation of type IIa hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0001798","positive regulation of type IIa hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0001799","regulation of type IIb hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0001800","negative regulation of type IIb hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0001801","positive regulation of type IIb hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0001802","type III hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0001803","regulation of type III hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0001804","negative regulation of type III hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0001805","positive regulation of type III hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0001806","type IV hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0001807","regulation of type IV hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0001808","negative regulation of type IV hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0001809","positive regulation of type IV hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0001810","regulation of type I hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0001811","negative regulation of type I hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0001812","positive regulation of type I hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0001813","regulation of antibody-dependent cellular cytotoxicity"
"GO:0006954","Inflammation","inflammatory response","GO:0001814","negative regulation of antibody-dependent cellular cytotoxicity"
"GO:0006954","Inflammation","inflammatory response","GO:0001815","positive regulation of antibody-dependent cellular cytotoxicity"
"GO:0006954","Inflammation","inflammatory response","GO:0002232","leukocyte chemotaxis involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002246","wound healing involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002247","clearance of damaged tissue involved in inflammatory response wound healing"
"GO:0006954","Inflammation","inflammatory response","GO:0002248","connective tissue replacement involved in inflammatory response wound healing"
"GO:0006954","Inflammation","inflammatory response","GO:0002254","kinin cascade"
"GO:0006954","Inflammation","inflammatory response","GO:0002255","tissue kallikrein-kinin cascade"
"GO:0006954","Inflammation","inflammatory response","GO:0002256","regulation of kinin cascade"
"GO:0006954","Inflammation","inflammatory response","GO:0002257","negative regulation of kinin cascade"
"GO:0006954","Inflammation","inflammatory response","GO:0002258","positive regulation of kinin cascade"
"GO:0006954","Inflammation","inflammatory response","GO:0002265","astrocyte activation involved in immune response"
"GO:0006954","Inflammation","inflammatory response","GO:0002269","leukocyte activation involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002282","microglial cell activation involved in immune response"
"GO:0006954","Inflammation","inflammatory response","GO:0002349","histamine production involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002351","serotonin production involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002353","plasma kallikrein-kinin cascade"
"GO:0006954","Inflammation","inflammatory response","GO:0002382","regulation of tissue kallikrein-kinin cascade"
"GO:0006954","Inflammation","inflammatory response","GO:0002391","platelet activating factor production involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002393","lysosomal enzyme production involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002432","granuloma formation"
"GO:0006954","Inflammation","inflammatory response","GO:0002437","inflammatory response to antigenic stimulus"
"GO:0006954","Inflammation","inflammatory response","GO:0002438","acute inflammatory response to antigenic stimulus"
"GO:0006954","Inflammation","inflammatory response","GO:0002439","chronic inflammatory response to antigenic stimulus"
"GO:0006954","Inflammation","inflammatory response","GO:0002441","histamine secretion involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002442","serotonin secretion involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002445","type II hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0002523","leukocyte migration involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002524","hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0002525","acute inflammatory response to non-antigenic stimulus"
"GO:0006954","Inflammation","inflammatory response","GO:0002526","acute inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002527","vasodilation involved in acute inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002528","regulation of vascular permeability involved in acute inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002529","regulation of plasma kallikrein-kinin cascade"
"GO:0006954","Inflammation","inflammatory response","GO:0002530","regulation of systemic arterial blood pressure involved in acute-phase response"
"GO:0006954","Inflammation","inflammatory response","GO:0002531","regulation of heart contraction involved in acute-phase response"
"GO:0006954","Inflammation","inflammatory response","GO:0002532","production of molecular mediator involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002533","lysosomal enzyme secretion involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002534","cytokine production involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002535","platelet activating factor secretion involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002536","respiratory burst involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002537","nitric oxide production involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002538","arachidonic acid metabolite production involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002539","prostaglandin production involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002540","leukotriene production involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002541","activation of plasma proteins involved in acute inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002542","Factor XII activation"
"GO:0006954","Inflammation","inflammatory response","GO:0002543","activation of blood coagulation via clotting cascade"
"GO:0006954","Inflammation","inflammatory response","GO:0002544","chronic inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002545","chronic inflammatory response to non-antigenic stimulus"
"GO:0006954","Inflammation","inflammatory response","GO:0002546","negative regulation of tissue kallikrein-kinin cascade"
"GO:0006954","Inflammation","inflammatory response","GO:0002547","positive regulation of tissue kallikrein-kinin cascade"
"GO:0006954","Inflammation","inflammatory response","GO:0002549","negative regulation of plasma kallikrein-kinin cascade"
"GO:0006954","Inflammation","inflammatory response","GO:0002550","positive regulation of plasma kallikrein-kinin cascade"
"GO:0006954","Inflammation","inflammatory response","GO:0002552","serotonin secretion by mast cell"
"GO:0006954","Inflammation","inflammatory response","GO:0002553","histamine secretion by mast cell"
"GO:0006954","Inflammation","inflammatory response","GO:0002554","serotonin secretion by platelet"
"GO:0006954","Inflammation","inflammatory response","GO:0002555","histamine secretion by platelet"
"GO:0006954","Inflammation","inflammatory response","GO:0002556","serotonin secretion by basophil"
"GO:0006954","Inflammation","inflammatory response","GO:0002557","histamine secretion by basophil"
"GO:0006954","Inflammation","inflammatory response","GO:0002558","type I hypersensitivity mediated by mast cells"
"GO:0006954","Inflammation","inflammatory response","GO:0002559","type I hypersensitivity mediated by basophils"
"GO:0006954","Inflammation","inflammatory response","GO:0002631","regulation of granuloma formation"
"GO:0006954","Inflammation","inflammatory response","GO:0002632","negative regulation of granuloma formation"
"GO:0006954","Inflammation","inflammatory response","GO:0002633","positive regulation of granuloma formation"
"GO:0006954","Inflammation","inflammatory response","GO:0002673","regulation of acute inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002674","negative regulation of acute inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002675","positive regulation of acute inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002676","regulation of chronic inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002677","negative regulation of chronic inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002678","positive regulation of chronic inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0002861","regulation of inflammatory response to antigenic stimulus"
"GO:0006954","Inflammation","inflammatory response","GO:0002862","negative regulation of inflammatory response to antigenic stimulus"
"GO:0006954","Inflammation","inflammatory response","GO:0002863","positive regulation of inflammatory response to antigenic stimulus"
"GO:0006954","Inflammation","inflammatory response","GO:0002864","regulation of acute inflammatory response to antigenic stimulus"
"GO:0006954","Inflammation","inflammatory response","GO:0002865","negative regulation of acute inflammatory response to antigenic stimulus"
"GO:0006954","Inflammation","inflammatory response","GO:0002866","positive regulation of acute inflammatory response to antigenic stimulus"
"GO:0006954","Inflammation","inflammatory response","GO:0002868","negative regulation of B cell deletion"
"GO:0006954","Inflammation","inflammatory response","GO:0002869","positive regulation of B cell deletion"
"GO:0006954","Inflammation","inflammatory response","GO:0002872","negative regulation of natural killer cell tolerance induction"
"GO:0006954","Inflammation","inflammatory response","GO:0002873","positive regulation of natural killer cell tolerance induction"
"GO:0006954","Inflammation","inflammatory response","GO:0002874","regulation of chronic inflammatory response to antigenic stimulus"
"GO:0006954","Inflammation","inflammatory response","GO:0002875","negative regulation of chronic inflammatory response to antigenic stimulus"
"GO:0006954","Inflammation","inflammatory response","GO:0002876","positive regulation of chronic inflammatory response to antigenic stimulus"
"GO:0006954","Inflammation","inflammatory response","GO:0002877","regulation of acute inflammatory response to non-antigenic stimulus"
"GO:0006954","Inflammation","inflammatory response","GO:0002878","negative regulation of acute inflammatory response to non-antigenic stimulus"
"GO:0006954","Inflammation","inflammatory response","GO:0002879","positive regulation of acute inflammatory response to non-antigenic stimulus"
"GO:0006954","Inflammation","inflammatory response","GO:0002880","regulation of chronic inflammatory response to non-antigenic stimulus"
"GO:0006954","Inflammation","inflammatory response","GO:0002881","negative regulation of chronic inflammatory response to non-antigenic stimulus"
"GO:0006954","Inflammation","inflammatory response","GO:0002882","positive regulation of chronic inflammatory response to non-antigenic stimulus"
"GO:0006954","Inflammation","inflammatory response","GO:0002883","regulation of hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0002884","negative regulation of hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0002885","positive regulation of hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0002892","regulation of type II hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0002893","negative regulation of type II hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0002894","positive regulation of type II hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0002899","negative regulation of central B cell deletion"
"GO:0006954","Inflammation","inflammatory response","GO:0002900","positive regulation of central B cell deletion"
"GO:0006954","Inflammation","inflammatory response","GO:0002909","negative regulation of peripheral B cell deletion"
"GO:0006954","Inflammation","inflammatory response","GO:0002910","positive regulation of peripheral B cell deletion"
"GO:0006954","Inflammation","inflammatory response","GO:0006953","acute-phase response"
"GO:0006954","Inflammation","inflammatory response","GO:0016068","type I hypersensitivity"
"GO:0006954","Inflammation","inflammatory response","GO:0031620","regulation of fever generation"
"GO:0006954","Inflammation","inflammatory response","GO:0031621","negative regulation of fever generation"
"GO:0006954","Inflammation","inflammatory response","GO:0031622","positive regulation of fever generation"
"GO:0006954","Inflammation","inflammatory response","GO:0035490","regulation of leukotriene production involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0035491","positive regulation of leukotriene production involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0035492","negative regulation of leukotriene production involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0048143","astrocyte activation"
"GO:0006954","Inflammation","inflammatory response","GO:0050727","regulation of inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0050728","negative regulation of inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0050729","positive regulation of inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0060264","regulation of respiratory burst involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0060265","positive regulation of respiratory burst involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0060266","negative regulation of respiratory burst involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0061888","regulation of astrocyte activation"
"GO:0006954","Inflammation","inflammatory response","GO:0061889","negative regulation of astrocyte activation"
"GO:0006954","Inflammation","inflammatory response","GO:0061890","positive regulation of astrocyte activation"
"GO:0006954","Inflammation","inflammatory response","GO:0061900","glial cell activation"
"GO:0006954","Inflammation","inflammatory response","GO:0071809","regulation of fever generation by regulation of prostaglandin biosynthesis"
"GO:0006954","Inflammation","inflammatory response","GO:0071810","regulation of fever generation by regulation of prostaglandin secretion"
"GO:0006954","Inflammation","inflammatory response","GO:0071811","positive regulation of fever generation by positive regulation of prostaglandin biosynthesis"
"GO:0006954","Inflammation","inflammatory response","GO:0071812","positive regulation of fever generation by positive regulation of prostaglandin secretion"
"GO:0006954","Inflammation","inflammatory response","GO:0090594","inflammatory response to wounding"
"GO:0006954","Inflammation","inflammatory response","GO:0097279","histamine secretion mediated by IgE immunoglobulin"
"GO:0006954","Inflammation","inflammatory response","GO:0097280","histamine secretion mediated by immunoglobulin"
"GO:0006954","Inflammation","inflammatory response","GO:0100008","regulation of fever generation by prostaglandin biosynthetic process"
"GO:0006954","Inflammation","inflammatory response","GO:0100009","regulation of fever generation by prostaglandin secretion"
"GO:0006954","Inflammation","inflammatory response","GO:0100010","positive regulation of fever generation by prostaglandin biosynthetic process"
"GO:0006954","Inflammation","inflammatory response","GO:0100011","positive regulation of fever generation by prostaglandin secretion"
"GO:0006954","Inflammation","inflammatory response","GO:0106014","regulation of inflammatory response to wounding"
"GO:0006954","Inflammation","inflammatory response","GO:0106015","negative regulation of inflammatory response to wounding"
"GO:0006954","Inflammation","inflammatory response","GO:0106016","positive regulation of inflammatory response to wounding"
"GO:0006954","Inflammation","inflammatory response","GO:0150076","neuroinflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0150077","regulation of neuroinflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0150078","positive regulation of neuroinflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0150079","negative regulation of neuroinflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:0150103","reactive gliosis"
"GO:0006954","Inflammation","inflammatory response","GO:1900015","regulation of cytokine production involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:1900016","negative regulation of cytokine production involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:1900017","positive regulation of cytokine production involved in inflammatory response"
"GO:0006954","Inflammation","inflammatory response","GO:1903593","regulation of histamine secretion by mast cell"
"GO:0006954","Inflammation","inflammatory response","GO:1903594","negative regulation of histamine secretion by mast cell"
"GO:0006954","Inflammation","inflammatory response","GO:1903595","positive regulation of histamine secretion by mast cell"
"GO:0006954","Inflammation","inflammatory response","GO:1903978","regulation of microglial cell activation"
"GO:0006954","Inflammation","inflammatory response","GO:1903979","negative regulation of microglial cell activation"
"GO:0006954","Inflammation","inflammatory response","GO:1903980","positive regulation of microglial cell activation"
"GO:0006954","Inflammation","inflammatory response","GO:1904596","regulation of connective tissue replacement involved in inflammatory response wound healing"
"GO:0006954","Inflammation","inflammatory response","GO:1904597","negative regulation of connective tissue replacement involved in inflammatory response wound healing"
"GO:0006954","Inflammation","inflammatory response","GO:1904598","positive regulation of connective tissue replacement involved in inflammatory response wound healing"
"GO:0006955","Immune response","immune response","GO:0001788","antibody-dependent cellular cytotoxicity"
"GO:0006955","Immune response","immune response","GO:0001794","type IIa hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0001795","type IIb hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0001796","regulation of type IIa hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0001797","negative regulation of type IIa hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0001798","positive regulation of type IIa hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0001799","regulation of type IIb hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0001800","negative regulation of type IIb hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0001801","positive regulation of type IIb hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0001802","type III hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0001803","regulation of type III hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0001804","negative regulation of type III hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0001805","positive regulation of type III hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0001806","type IV hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0001807","regulation of type IV hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0001808","negative regulation of type IV hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0001809","positive regulation of type IV hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0001810","regulation of type I hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0001811","negative regulation of type I hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0001812","positive regulation of type I hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0001813","regulation of antibody-dependent cellular cytotoxicity"
"GO:0006955","Immune response","immune response","GO:0001814","negative regulation of antibody-dependent cellular cytotoxicity"
"GO:0006955","Immune response","immune response","GO:0001815","positive regulation of antibody-dependent cellular cytotoxicity"
"GO:0006955","Immune response","immune response","GO:0001867","complement activation, lectin pathway"
"GO:0006955","Immune response","immune response","GO:0001868","regulation of complement activation, lectin pathway"
"GO:0006955","Immune response","immune response","GO:0001869","negative regulation of complement activation, lectin pathway"
"GO:0006955","Immune response","immune response","GO:0001870","positive regulation of complement activation, lectin pathway"
"GO:0006955","Immune response","immune response","GO:0001905","activation of membrane attack complex"
"GO:0006955","Immune response","immune response","GO:0001913","T cell mediated cytotoxicity"
"GO:0006955","Immune response","immune response","GO:0001914","regulation of T cell mediated cytotoxicity"
"GO:0006955","Immune response","immune response","GO:0001915","negative regulation of T cell mediated cytotoxicity"
"GO:0006955","Immune response","immune response","GO:0001916","positive regulation of T cell mediated cytotoxicity"
"GO:0006955","Immune response","immune response","GO:0001969","regulation of activation of membrane attack complex"
"GO:0006955","Immune response","immune response","GO:0001970","positive regulation of activation of membrane attack complex"
"GO:0006955","Immune response","immune response","GO:0001971","negative regulation of activation of membrane attack complex"
"GO:0006955","Immune response","immune response","GO:0002204","somatic recombination of immunoglobulin genes involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002205","somatic hypermutation of immunoglobulin genes involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002207","gene conversion of immunoglobulin genes involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002208","somatic diversification of immunoglobulins involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002218","activation of innate immune response"
"GO:0006955","Immune response","immune response","GO:0002220","innate immune response activating cell surface receptor signaling pathway"
"GO:0006955","Immune response","immune response","GO:0002222","stimulatory killer cell immunoglobulin-like receptor signaling pathway"
"GO:0006955","Immune response","immune response","GO:0002223","stimulatory C-type lectin receptor signaling pathway"
"GO:0006955","Immune response","immune response","GO:0002225","positive regulation of antimicrobial peptide production"
"GO:0006955","Immune response","immune response","GO:0002227","innate immune response in mucosa"
"GO:0006955","Immune response","immune response","GO:0002228","natural killer cell mediated immunity"
"GO:0006955","Immune response","immune response","GO:0002233","leukocyte chemotaxis involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002250","adaptive immune response"
"GO:0006955","Immune response","immune response","GO:0002251","organ or tissue specific immune response"
"GO:0006955","Immune response","immune response","GO:0002253","activation of immune response"
"GO:0006955","Immune response","immune response","GO:0002259","endothelial cell activation within high endothelial venule involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002263","cell activation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002264","endothelial cell activation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002265","astrocyte activation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002267","follicular dendritic cell activation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002271","plasmacytoid dendritic cell activation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002272","plasmacytoid dendritic cell differentiation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002275","myeloid cell activation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002276","basophil activation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002277","myeloid dendritic cell activation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002278","eosinophil activation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002279","mast cell activation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002280","monocyte activation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002281","macrophage activation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002282","microglial cell activation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002283","neutrophil activation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002284","myeloid dendritic cell differentiation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002285","lymphocyte activation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002286","T cell activation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002287","alpha-beta T cell activation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002288","NK T cell activation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002289","NK T cell proliferation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002290","gamma-delta T cell activation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002291","T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell"
"GO:0006955","Immune response","immune response","GO:0002292","T cell differentiation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002293","alpha-beta T cell differentiation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002295","T-helper cell lineage commitment"
"GO:0006955","Immune response","immune response","GO:0002296","T-helper 1 cell lineage commitment"
"GO:0006955","Immune response","immune response","GO:0002297","T-helper 2 cell lineage commitment"
"GO:0006955","Immune response","immune response","GO:0002298","CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002302","CD8-positive, alpha-beta T cell differentiation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002303","gamma-delta T cell differentiation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002309","T cell proliferation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002310","alpha-beta T cell proliferation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002311","gamma-delta T cell proliferation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002312","B cell activation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002313","mature B cell differentiation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002314","germinal center B cell differentiation"
"GO:0006955","Immune response","immune response","GO:0002315","marginal zone B cell differentiation"
"GO:0006955","Immune response","immune response","GO:0002316","follicular B cell differentiation"
"GO:0006955","Immune response","immune response","GO:0002317","plasma cell differentiation"
"GO:0006955","Immune response","immune response","GO:0002319","memory B cell differentiation"
"GO:0006955","Immune response","immune response","GO:0002322","B cell proliferation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002323","natural killer cell activation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002324","natural killer cell proliferation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002325","natural killer cell differentiation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002344","B cell affinity maturation"
"GO:0006955","Immune response","immune response","GO:0002366","leukocyte activation involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002367","cytokine production involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002368","B cell cytokine production"
"GO:0006955","Immune response","immune response","GO:0002369","T cell cytokine production"
"GO:0006955","Immune response","immune response","GO:0002370","natural killer cell cytokine production"
"GO:0006955","Immune response","immune response","GO:0002371","dendritic cell cytokine production"
"GO:0006955","Immune response","immune response","GO:0002372","myeloid dendritic cell cytokine production"
"GO:0006955","Immune response","immune response","GO:0002373","plasmacytoid dendritic cell cytokine production"
"GO:0006955","Immune response","immune response","GO:0002374","cytokine secretion involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002375","cytokine biosynthetic process involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002379","immunoglobulin biosynthetic process involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002380","immunoglobulin secretion involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002381","immunoglobulin production involved in immunoglobulin mediated immune response"
"GO:0006955","Immune response","immune response","GO:0002383","immune response in brain or nervous system"
"GO:0006955","Immune response","immune response","GO:0002384","hepatic immune response"
"GO:0006955","Immune response","immune response","GO:0002385","mucosal immune response"
"GO:0006955","Immune response","immune response","GO:0002386","immune response in mucosal-associated lymphoid tissue"
"GO:0006955","Immune response","immune response","GO:0002387","immune response in gut-associated lymphoid tissue"
"GO:0006955","Immune response","immune response","GO:0002388","immune response in Peyer's patch"
"GO:0006955","Immune response","immune response","GO:0002389","tolerance induction in Peyer's patch"
"GO:0006955","Immune response","immune response","GO:0002394","tolerance induction in gut-associated lymphoid tissue"
"GO:0006955","Immune response","immune response","GO:0002395","immune response in nasopharyngeal-associated lymphoid tissue"
"GO:0006955","Immune response","immune response","GO:0002400","tolerance induction in nasopharyngeal-associated lymphoid tissue"
"GO:0006955","Immune response","immune response","GO:0002401","tolerance induction in mucosal-associated lymphoid tissue"
"GO:0006955","Immune response","immune response","GO:0002402","B cell tolerance induction in mucosal-associated lymphoid tissue"
"GO:0006955","Immune response","immune response","GO:0002403","T cell tolerance induction in mucosal-associated lymphoid tissue"
"GO:0006955","Immune response","immune response","GO:0002404","antigen sampling in mucosal-associated lymphoid tissue"
"GO:0006955","Immune response","immune response","GO:0002405","antigen sampling by dendritic cells in mucosal-associated lymphoid tissue"
"GO:0006955","Immune response","immune response","GO:0002406","antigen sampling by M cells in mucosal-associated lymphoid tissue"
"GO:0006955","Immune response","immune response","GO:0002411","T cell tolerance induction to tumor cell"
"GO:0006955","Immune response","immune response","GO:0002412","antigen transcytosis by M cells in mucosal-associated lymphoid tissue"
"GO:0006955","Immune response","immune response","GO:0002413","tolerance induction to tumor cell"
"GO:0006955","Immune response","immune response","GO:0002415","immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor"
"GO:0006955","Immune response","immune response","GO:0002417","B cell antigen processing and presentation mediated by B cell receptor uptake of antigen"
"GO:0006955","Immune response","immune response","GO:0002418","immune response to tumor cell"
"GO:0006955","Immune response","immune response","GO:0002419","T cell mediated cytotoxicity directed against tumor cell target"
"GO:0006955","Immune response","immune response","GO:0002420","natural killer cell mediated cytotoxicity directed against tumor cell target"
"GO:0006955","Immune response","immune response","GO:0002421","B cell antigen processing and presentation following pinocytosis"
"GO:0006955","Immune response","immune response","GO:0002422","immune response in urogenital tract"
"GO:0006955","Immune response","immune response","GO:0002423","natural killer cell mediated immune response to tumor cell"
"GO:0006955","Immune response","immune response","GO:0002424","T cell mediated immune response to tumor cell"
"GO:0006955","Immune response","immune response","GO:0002425","tolerance induction in urogenital tract"
