Disease1,Disease2,Description1,Description2,I1,I2,C12,C12simultaneous,RR,p_value,Category1,Category2,Direction,N1,N2,P1_direction,P2_direction
E87,K52,"E87 Other disorders of fluid, electrolyte and acid-base balance",K52 Other non-infective gastro-enteritis and colitis,9766,21312,1546,254,3.047633015,1.06E-13,Metabolic,Gastrointestinal,-1,318,974,1,5.53E-25
A41,K52,A41 Other septicaemia,K52 Other non-infective gastro-enteritis and colitis,6601,21312,1088,193,3.17313875,7.36E-14,Infectious,Gastrointestinal,-1,249,646,1,3.37E-10
K52,N19,K52 Other non-infective gastro-enteritis and colitis,N19 Unspecified renal failure,21312,2053,385,51,3.610286606,0,Gastrointestinal,Urinary,0,184,150,0.820515857,0.999994601
D61,K52,D61 Other aplastic anaemias,K52 Other non-infective gastro-enteritis and colitis,716,21312,141,13,3.791193843,9.99E-16,Hematological,Gastrointestinal,0,52,76,0.999354843,0.19989336
K52,K72,K52 Other non-infective gastro-enteritis and colitis,"K72 Hepatic failure, not elsewhere classified",21312,585,115,9,3.784529321,0,Gastrointestinal,Hepatobiliary pancreas,0,80,26,1.64E-05,1
J02,K52,J02 Acute pharyngitis,K52 Other non-infective gastro-enteritis and colitis,1291,21312,185,21,2.758769311,3.05E-14,"Ear, Nose, Throat",Gastrointestinal,0,59,105,0.999999786,0.038681096
D73,K52,D73 Diseases of spleen,K52 Other non-infective gastro-enteritis and colitis,777,21312,112,13,2.775025025,0,Hematological,Gastrointestinal,0,36,63,0.999955099,0.109565574
K52,K75,K52 Other non-infective gastro-enteritis and colitis,K75 Other inflammatory liver diseases,21312,1092,147,11,2.591579861,1.55E-14,Gastrointestinal,Hepatobiliary pancreas,0,89,47,0.006538849,0.999996664
K52,N39,K52 Other non-infective gastro-enteritis and colitis,N39 Other disorders of urinary system,21312,27390,3072,242,2.159230863,2.93E-13,Gastrointestinal,Urinary,0,1538,1292,0.478417738,1
D50,K52,D50 Iron deficiency anaemia,K52 Other non-infective gastro-enteritis and colitis,13019,21312,1486,182,2.197409929,0,Hematological,Gastrointestinal,-1,427,877,1,1.90E-12
I25,K52,I25 Chronic ischaemic heart disease,K52 Other non-infective gastro-enteritis and colitis,36556,21312,2937,276,1.546732382,0,Cardiovascular,Gastrointestinal,0,1240,1421,1,0.961762712
I84,K52,I84 Haemorrhoids,K52 Other non-infective gastro-enteritis and colitis,31892,21312,3257,889,1.966101358,4.31E-13,Cardiovascular,Gastrointestinal,0,1056,1312,1,1
E05,K52,E05 Thyrotoxicosis [hyperthyroidism],K52 Other non-infective gastro-enteritis and colitis,2771,21312,295,34,2.049535241,7.26E-14,Endocrine,Gastrointestinal,0,91,170,1,0.005146381
D70,K52,D70 Agranulocytosis,K52 Other non-infective gastro-enteritis and colitis,4914,21312,863,235,3.381002903,0,Hematological,Gastrointestinal,0,291,337,1,1
K52,L40,K52 Other non-infective gastro-enteritis and colitis,L40 Psoriasis,21312,3387,327,37,1.858670714,8.32E-14,Gastrointestinal,Dermatological,0,158,132,0.74649677,0.999807201
J96,K52,"J96 Respiratory failure, not elsewhere classified",K52 Other non-infective gastro-enteritis and colitis,3669,21312,498,47,2.613072931,6.37E-14,Respiratory,Gastrointestinal,-1,85,366,1,9.05E-27
C19;C20,K52,C19 Malignant neoplasm of rectosigmoid junction;C20 Malignant neoplasm of rectum,K52 Other non-infective gastro-enteritis and colitis,2756,21312,361,28,2.521725956,1.39E-14,Neoplasm,Gastrointestinal,0,218,115,4.66E-05,1
K29,K52,K29 Gastritis and duodenitis,K52 Other non-infective gastro-enteritis and colitis,42719,21312,4544,369,2.047798143,0,Gastrointestinal,Gastrointestinal,0,1863,2312,1,0.12060758
K52,K92,K52 Other non-infective gastro-enteritis and colitis,K92 Other diseases of digestive system,21312,14676,2069,490,2.714080268,0,Gastrointestinal,Gastrointestinal,0,1039,540,0.430197876,1
K52,K62,K52 Other non-infective gastro-enteritis and colitis,K62 Other diseases of anus and rectum,21312,32228,4681,1781,2.796244779,0,Gastrointestinal,Gastrointestinal,0,1443,1457,1,1
E61,K52,E61 Deficiency of other nutrient elements,K52 Other non-infective gastro-enteritis and colitis,443,21312,78,7,3.3896962,0,Nutritional,Gastrointestinal,0,13,58,1,9.76E-06
K52,K90,K52 Other non-infective gastro-enteritis and colitis,K90 Intestinal malabsorption,21312,2848,511,87,3.454226528,3.13E-14,Gastrointestinal,Gastrointestinal,0,275,149,0.046330786,1
I69,K52,I69 Sequelae of cerebrovascular disease,K52 Other non-infective gastro-enteritis and colitis,2016,21312,274,26,2.616555404,0,Cardiovascular,Gastrointestinal,0,75,173,1,8.07E-06
J40,N40,"J40 Bronchitis, not specified as acute or chronic",N40 Hyperplasia of prostate,931,16565,70,10,1.862305931,1.48E-06,Respiratory,Male genital organs,0,30,30,0.905891898,0.905891898
D64,J40,D64 Other anaemias,"J40 Bronchitis, not specified as acute or chronic",18059,931,107,11,2.611166145,0,Hematological,Respiratory,0,47,49,0.912179863,0.833147442
J40,M19,"J40 Bronchitis, not specified as acute or chronic",M19 Other arthrosis,931,26203,186,30,3.1282853,0,Respiratory,Joint,0,82,74,0.954278877,0.997940878
I20,J40,I20 Angina pectoris,"J40 Bronchitis, not specified as acute or chronic",25449,931,173,22,2.995848229,2.80E-14,Cardiovascular,Respiratory,0,102,49,0.011141173,0.999999998
J40,K20;K21,"J40 Bronchitis, not specified as acute or chronic",K20 Oesophagitis;K21 Gastro-oesophageal reflux disease,931,44943,237,45,2.323971051,1.51E-14,Respiratory,Gastrointestinal,0,87,105,0.999985533,0.965641518
J40,M79,"J40 Bronchitis, not specified as acute or chronic","M79 Other soft tissue disorders, not elsewhere classified",931,18612,133,12,3.149220165,0,Respiratory,Muscular,0,53,68,0.992563701,0.431201746
J40,K58,"J40 Bronchitis, not specified as acute or chronic",K58 Irritable bowel syndrome,931,8207,68,11,3.651479828,3.33E-15,Respiratory,Gastrointestinal,0,26,31,0.980769973,0.80193758
J40,K30,"J40 Bronchitis, not specified as acute or chronic",K30 Dyspepsia,931,16821,89,13,2.33175342,1.63E-12,Respiratory,Gastrointestinal,0,25,51,0.999991943,0.101558409
J40,M47,"J40 Bronchitis, not specified as acute or chronic",M47 Spondylosis,931,11974,105,13,3.864510324,0,Respiratory,Spine,0,49,43,0.782442753,0.974778922
I50,J40,I50 Heart failure,"J40 Bronchitis, not specified as acute or chronic",8926,931,65,12,3.209230424,6.66E-16,Cardiovascular,Respiratory,0,18,35,0.999923947,0.310072383
J40,K57,"J40 Bronchitis, not specified as acute or chronic",K57 Diverticular disease of intestine,931,41136,207,18,2.217648508,0,Respiratory,Gastrointestinal,0,101,88,0.661620186,0.987050229
B96,J40,B96 Other bacterial agents as the cause of diseases classified to other chapters,"J40 Bronchitis, not specified as acute or chronic",13036,931,112,13,3.786326817,0,Infectious,Respiratory,0,56,43,0.537612453,0.994795395
J40,M81,"J40 Bronchitis, not specified as acute or chronic",M81 Osteoporosis without pathological fracture,931,9918,74,11,3.288153189,0,Respiratory,Bone,0,37,26,0.546219691,0.996457874
J40,J45,"J40 Bronchitis, not specified as acute or chronic",J45 Asthma,931,37337,311,62,3.670839496,0,Respiratory,Respiratory,0,86,163,1,0.213659566
J40,K44,"J40 Bronchitis, not specified as acute or chronic",K44 Diaphragmatic hernia,931,39329,203,27,2.274717981,0,Respiratory,Gastrointestinal,0,69,107,0.999998514,0.241428722
J40,J98,"J40 Bronchitis, not specified as acute or chronic",J98 Other respiratory disorders,931,5690,73,16,5.653989795,3.00E-15,Respiratory,Respiratory,0,37,20,0.5,0.999974689
F17,J40,F17 Mental and behavioural disorders due to use of tobacco,"J40 Bronchitis, not specified as acute or chronic",18179,931,149,33,3.61210782,4.66E-15,Psychiatric,Respiratory,0,41,75,0.999999993,0.5
F32,J40,F32 Depressive episode,"J40 Bronchitis, not specified as acute or chronic",18765,931,151,14,3.546278223,0,Psychiatric,Respiratory,0,62,75,0.988812429,0.56461063
J40,M17,"J40 Bronchitis, not specified as acute or chronic",M17 Gonarthrosis [arthrosis of knee],931,29081,139,18,2.106443867,1.08E-14,Respiratory,Joint,0,51,70,0.999406035,0.5
J22,J40,J22 Unspecified acute lower respiratory infection,"J40 Bronchitis, not specified as acute or chronic",11590,931,136,17,5.171301976,0,Respiratory,Respiratory,0,66,53,0.665867074,0.996188086
I25,J40,I25 Chronic ischaemic heart disease,"J40 Bronchitis, not specified as acute or chronic",36556,931,199,34,2.399047431,5.00E-15,Cardiovascular,Respiratory,0,91,74,0.899078698,0.999894766
I84,J40,I84 Haemorrhoids,"J40 Bronchitis, not specified as acute or chronic",31892,931,124,13,1.713500977,2.22E-08,Cardiovascular,Respiratory,0,76,35,0.007492309,0.999999746
J40,K29,"J40 Bronchitis, not specified as acute or chronic",K29 Gastritis and duodenitis,931,42719,224,30,2.310847931,9.66E-15,Respiratory,Gastrointestinal,0,78,116,0.99999831,0.320046024
C56,K66,C56 Malignant neoplasm of ovary,K66 Other disorders of peritoneum,1333,5078,106,33,6.425059101,3.11E-15,Neoplasm,Gastrointestinal,0,50,23,0.751622803,0.999999999
C56,D64,C56 Malignant neoplasm of ovary,D64 Other anaemias,1333,18059,307,32,5.232492754,0,Neoplasm,Hematological,1,221,54,3.74E-15,1
C56,K56,C56 Malignant neoplasm of ovary,K56 Paralytic ileus and intestinal obstruction without hernia,1333,5961,227,27,11.72116268,6.66E-16,Neoplasm,Gastrointestinal,1,174,26,1.56E-16,1
C56,N73,C56 Malignant neoplasm of ovary,N73 Other female pelvic inflammatory diseases,1333,3873,144,68,11.44402909,3.11E-15,Neoplasm,Female genital organs,0,37,39,0.999999999,0.999999994
C56,E03,C56 Malignant neoplasm of ovary,E03 Other hypothyroidism,1333,20958,130,34,1.909226591,1.71E-11,Neoplasm,Endocrine,0,37,59,0.999999813,0.872937723
C56,M81,C56 Malignant neoplasm of ovary,M81 Osteoporosis without pathological fracture,1333,9918,78,17,2.420663696,6.50E-12,Neoplasm,Bone,0,42,19,0.285793359,0.999999013
C56,D25,C56 Malignant neoplasm of ovary,D25 Leiomyoma of uterus,1333,13924,199,114,4.398990458,9.33E-15,Neoplasm,Neoplasm,0,23,62,1,0.999999975
C56,E87,C56 Malignant neoplasm of ovary,"E87 Other disorders of fluid, electrolyte and acid-base balance",1333,9766,151,18,4.759092932,0,Neoplasm,Metabolic,1,116,17,1.22E-11,1
C56,N84,C56 Malignant neoplasm of ovary,N84 Polyp of female genital tract,1333,13967,122,32,2.688565712,0,Neoplasm,Female genital organs,0,14,76,1,0.004190567
C56,N39,C56 Malignant neoplasm of ovary,N39 Other disorders of urinary system,1333,27390,250,20,2.809389368,2.49E-14,Neoplasm,Urinary,0,146,84,0.004687585,0.999999941
C56,N80,C56 Malignant neoplasm of ovary,N80 Endometriosis,1333,4999,104,69,6.403452033,3.89E-15,Neoplasm,Female genital organs,0,13,22,1,1
C56,D27,C56 Malignant neoplasm of ovary,D27 Benign neoplasm of ovary,1333,1947,42,19,6.639682263,7.77E-16,Neoplasm,Neoplasm,0,7,16,0.999998586,0.955785227
E86,N28,E86 Volume depletion,"N28 Other disorders of kidney and ureter, not elsewhere classified",4989,3822,249,39,5.357834174,9.10E-15,Metabolic,Urinary,0,71,139,1,0.037890597
E86,N12,E86 Volume depletion,"N12 Tubulo-interstitial nephritis, not specified as acute or chronic",4989,1465,110,23,6.174981546,1.11E-16,Metabolic,Urinary,0,34,53,0.999983516,0.683122176
E86,K55,E86 Volume depletion,K55 Vascular disorders of intestine,4989,1631,129,19,6.504536467,3.77E-15,Metabolic,Gastrointestinal,0,39,71,0.999998268,0.145343927
A04,E86,A04 Other bacterial intestinal infections,E86 Volume depletion,3827,4989,326,96,7.005509744,7.55E-15,Infectious,Metabolic,0,122,108,0.999998092,1
E86,K70,E86 Volume depletion,K70 Alcoholic liver disease,4989,1244,136,24,8.990816452,1.22E-15,Metabolic,Hepatobiliary pancreas,0,35,77,0.999999998,0.072318233
E86,J03,E86 Volume depletion,J03 Acute tonsillitis,4989,788,29,12,3.026581576,3.30E-07,Metabolic,"Ear, Nose, Throat",0,5,12,0.999948142,0.867534552
E86,I12,E86 Volume depletion,I12 Hypertensive renal disease,4989,2073,276,34,10.94940156,3.22E-15,Metabolic,Cardiovascular,-1,51,191,1,7.83E-11
D64,E86,D64 Other anaemias,E86 Volume depletion,18059,4989,1225,159,5.578571379,1.38E-13,Hematological,Metabolic,1,694,372,1.78E-06,1
E86,M19,E86 Volume depletion,M19 Other arthrosis,4989,26203,763,96,2.3947166,1.42E-13,Metabolic,Joint,-1,198,469,1,1.26E-10
C34,E86,C34 Malignant neoplasm of bronchus and lung,E86 Volume depletion,3381,4989,238,39,5.78911784,0,Neoplasm,Metabolic,1,156,43,9.28E-07,1
E86,L97,E86 Volume depletion,"L97 Ulcer of lower limb, not elsewhere classified",4989,1814,200,35,9.067202531,0,Metabolic,Dermatological,0,63,102,0.99999996,0.416035187
E86,K56,E86 Volume depletion,K56 Paralytic ileus and intestinal obstruction without hernia,4989,5961,555,126,7.656926264,0,Metabolic,Gastrointestinal,0,142,287,1,0.22243082
E86,K20;K21,E86 Volume depletion,K20 Oesophagitis;K21 Gastro-oesophageal reflux disease,4989,44943,1107,102,2.025658197,0,Metabolic,Gastrointestinal,-1,284,721,1,2.33E-24
E86,M79,E86 Volume depletion,"M79 Other soft tissue disorders, not elsewhere classified",4989,18612,584,57,2.580479462,0,Metabolic,Muscular,0,185,342,1,2.01E-05
D63,E86,D63 Anaemia in chronic diseases classified elsewhere,E86 Volume depletion,1117,4989,174,14,12.81081261,0,Hematological,Metabolic,0,94,66,0.162186733,0.999472043
E86,L89,E86 Volume depletion,L89 Decubitus ulcer,4989,1769,358,116,16.64316035,5.77E-15,Metabolic,Dermatological,0,159,83,0.984950646,1
E16,E86,E16 Other disorders of pancreatic internal secretion,E86 Volume depletion,1640,4989,265,43,13.28870405,4.11E-15,Endocrine,Metabolic,0,110,112,0.997687331,0.995126372
E86,K80,E86 Volume depletion,K80 Cholelithiasis,4989,19795,525,69,2.181144312,1.32E-13,Metabolic,Hepatobiliary pancreas,0,145,311,1,1.33E-05
E86,I50,E86 Volume depletion,I50 Heart failure,4989,8926,653,92,6.016402768,0,Metabolic,Cardiovascular,0,204,357,1,0.009403426
E86,F05,E86 Volume depletion,"F05 Delirium, not induced by alcohol and other psychoactive substances",4989,1557,242,77,12.78225146,0,Metabolic,Psychiatric,0,101,64,0.995867288,1
E86,K91,E86 Volume depletion,"K91 Postprocedural disorders of digestive system, not elsewhere classified",4989,2347,361,70,12.64953951,0,Metabolic,Gastrointestinal,0,121,170,1,0.87656492
E86,J84,E86 Volume depletion,J84 Other interstitial pulmonary diseases,4989,1744,118,19,5.564371664,0,Metabolic,Respiratory,0,33,66,0.999999655,0.115632841
E86,I95,E86 Volume depletion,I95 Hypotension,4989,8464,995,368,9.667808285,0,Metabolic,Cardiovascular,0,289,338,1,1
D69,E86,D69 Purpura and other haemorrhagic conditions,E86 Volume depletion,2680,4989,225,41,6.904437898,0,Hematological,Metabolic,0,105,79,0.856950613,0.99999753
E03,E86,E03 Other hypothyroidism,E86 Volume depletion,20958,4989,596,77,2.338713526,0,Endocrine,Metabolic,1,403,116,2.54E-18,1
E86,L03,E86 Volume depletion,L03 Cellulitis,4989,10516,526,73,4.113540432,0,Metabolic,Dermatological,0,171,282,1,0.053297724
E27,E86,E27 Other disorders of adrenal gland,E86 Volume depletion,750,4989,85,18,9.320479722,0,Endocrine,Metabolic,0,34,33,0.974874552,0.985271819
E86,K57,E86 Volume depletion,K57 Diverticular disease of intestine,4989,41136,874,81,1.747310058,0,Metabolic,Gastrointestinal,-1,226,567,1,5.42E-19
B96,E86,B96 Other bacterial agents as the cause of diseases classified to other chapters,E86 Volume depletion,13036,4989,1021,192,6.441128953,0,Infectious,Metabolic,0,491,338,0.894695561,1
E86,M81,E86 Volume depletion,M81 Osteoporosis without pathological fracture,4989,9918,458,63,3.79771157,9.66E-15,Metabolic,Bone,0,139,256,1,0.006590319
E86,J45,E86 Volume depletion,J45 Asthma,4989,37337,824,87,1.814965589,1.41E-13,Metabolic,Respiratory,-1,125,612,1,4.85E-46
E86,H10,E86 Volume depletion,H10 Conjunctivitis,4989,411,46,12,9.204423942,3.33E-16,Metabolic,Ophthalmological,0,17,17,0.972961984,0.972961984
E86,J13,E86 Volume depletion,J13 Pneumonia due to Streptococcus pneumoniae,4989,422,37,8,7.210574639,0,Metabolic,Respiratory,0,6,23,0.999996286,0.093870779
B34,E86,B34 Viral infection of unspecified site,E86 Volume depletion,2541,4989,125,27,4.045628048,0,Infectious,Metabolic,0,56,42,0.894836373,0.999924933
E86,L27,E86 Volume depletion,L27 Dermatitis due to substances taken internally,4989,712,55,12,6.352772448,0,Metabolic,Dermatological,0,23,20,0.911499318,0.984985527
E86,M54,E86 Volume depletion,M54 Dorsalgia,4989,21562,705,81,2.688937321,6.33E-15,Metabolic,Spine,-1,201,423,1,6.13E-08
E86,J98,E86 Volume depletion,J98 Other respiratory disorders,4989,5690,433,63,6.258297922,1.82E-14,Metabolic,Respiratory,0,157,213,0.999999997,0.649656096
E53,E86,E53 Deficiency of other B group vitamins,E86 Volume depletion,1339,4989,83,20,5.097745136,0,Nutritional,Metabolic,0,38,25,0.810000302,0.99992272
C90,E86,C90 Multiple myeloma and malignant plasma cell neoplasms,E86 Volume depletion,889,4989,98,12,9.065774625,0,Neoplasm,Metabolic,0,69,17,3.29E-05,1
E86,N17,E86 Volume depletion,N17 Acute renal failure,4989,9312,1997,1108,17.63663395,0,Metabolic,Urinary,0,372,517,1,1
E86,G25,E86 Volume depletion,G25 Other extrapyramidal and movement disorders,4989,1062,75,11,5.807876198,0,Metabolic,Neurological,0,28,36,0.989850797,0.677768043
E86,F17,E86 Volume depletion,F17 Mental and behavioural disorders due to use of tobacco,4989,18179,651,102,2.945042744,9.23E-14,Metabolic,Psychiatric,-1,156,393,1,6.82E-08
B00,E86,B00 Herpesviral [herpes simplex] infections,E86 Volume depletion,432,4989,28,6,5.33033971,3.10E-12,Infectious,Metabolic,0,9,13,0.982150931,0.714205906
E86,E87,E86 Volume depletion,"E87 Other disorders of fluid, electrolyte and acid-base balance",4989,9766,1592,701,13.40623868,9.88E-15,Metabolic,Metabolic,0,427,464,1,1
A41,E86,A41 Other septicaemia,E86 Volume depletion,6601,4989,959,267,11.9478422,7.11E-15,Infectious,Metabolic,0,365,327,1,1
E86,N19,E86 Volume depletion,N19 Unspecified renal failure,4989,2053,296,51,11.85723331,1.11E-15,Metabolic,Urinary,0,88,157,1,0.161552544
C25,E86,C25 Malignant neoplasm of pancreas,E86 Volume depletion,971,4989,99,16,8.38487453,9.99E-16,Neoplasm,Metabolic,0,66,17,0.000592616,1
E86,K72,E86 Volume depletion,"K72 Hepatic failure, not elsewhere classified",4989,585,96,25,13.49571724,0,Metabolic,Hepatobiliary pancreas,0,41,30,0.937327151,0.999933889
E86,J02,E86 Volume depletion,J02 Acute pharyngitis,4989,1291,71,14,4.522855472,0,Metabolic,"Ear, Nose, Throat",0,25,32,0.995722731,0.828764501
D73,E86,D73 Diseases of spleen,E86 Volume depletion,777,4989,60,12,6.350542622,0,Hematological,Metabolic,0,34,14,0.183147003,0.999993927
E86,K75,E86 Volume depletion,K75 Other inflammatory liver diseases,4989,1092,74,11,5.573008237,2.44E-15,Metabolic,Hepatobiliary pancreas,0,22,41,0.999871756,0.207992599
E86,N39,E86 Volume depletion,N39 Other disorders of urinary system,4989,27390,1499,332,4.500805072,1.59E-13,Metabolic,Urinary,0,392,775,1,0.098269873
E86,F32,E86 Volume depletion,F32 Depressive episode,4989,18765,816,133,3.576203251,0,Metabolic,Psychiatric,0,212,471,1,5.82E-06
D50,E86,D50 Iron deficiency anaemia,E86 Volume depletion,13019,4989,582,51,3.676427121,0,Hematological,Metabolic,0,346,185,2.94E-06,1
E86,J22,E86 Volume depletion,J22 Unspecified acute lower respiratory infection,4989,11590,869,138,6.166190589,6.18E-14,Metabolic,Respiratory,0,303,428,1,0.682564504
E86,I25,E86 Volume depletion,I25 Chronic ischaemic heart disease,4989,36556,1087,158,2.445408847,0,Metabolic,Cardiovascular,-1,215,714,1,1.25E-25
A09,E86,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,E86 Volume depletion,10766,4989,1108,479,8.463811617,0,Infectious,Metabolic,0,285,344,1,1
E86,K83,E86 Volume depletion,K83 Other diseases of biliary tract,4989,3039,233,40,6.305301014,8.88E-16,Metabolic,Hepatobiliary pancreas,0,75,118,0.999999987,0.44789635
D70,E86,D70 Agranulocytosis,E86 Volume depletion,4914,4989,540,109,9.037310655,0,Hematological,Metabolic,0,273,158,0.414831429,1
E86,J96,E86 Volume depletion,"J96 Respiratory failure, not elsewhere classified",4989,3669,425,99,9.52624665,3.11E-15,Metabolic,Respiratory,0,179,147,0.999525006,1
E86,K92,E86 Volume depletion,K92 Other diseases of digestive system,4989,14676,666,87,3.732047217,2.21E-14,Metabolic,Gastrointestinal,0,238,341,1,0.280556245
E86,I69,E86 Volume depletion,I69 Sequelae of cerebrovascular disease,4989,2016,172,30,7.016467578,0,Metabolic,Cardiovascular,0,59,83,0.999988249,0.703176269
N40,N41,N40 Hyperplasia of prostate,N41 Inflammatory diseases of prostate,16565,2196,1204,387,13.57990771,0,Male genital organs,Male genital organs,0,525,292,0.999996142,1
N41,N50,N41 Inflammatory diseases of prostate,N50 Other disorders of male genital organs,2196,3738,111,22,5.548114988,1.67E-15,Male genital organs,Male genital organs,0,38,51,0.999714941,0.828709709
N41,N42,N41 Inflammatory diseases of prostate,N42 Other disorders of prostate,2196,1892,227,93,22.41643248,0,Male genital organs,Male genital organs,0,58,76,1,0.999999822
N30,N41,N30 Cystitis,N41 Inflammatory diseases of prostate,4131,2196,94,25,4.251424103,4.88E-15,Urinary,Male genital organs,0,30,39,0.999869158,0.960512226
B96,N41,B96 Other bacterial agents as the cause of diseases classified to other chapters,N41 Inflammatory diseases of prostate,13036,2196,181,43,2.594155438,9.10E-15,Infectious,Male genital organs,0,68,70,0.999705234,0.999139714
C61,N41,C61 Malignant neoplasm of prostate,N41 Inflammatory diseases of prostate,8655,2196,337,103,7.274859337,0,Neoplasm,Male genital organs,0,68,166,1,0.628078429
N39,N41,N39 Other disorders of urinary system,N41 Inflammatory diseases of prostate,27390,2196,386,69,2.633037499,1.37E-14,Urinary,Male genital organs,0,168,149,0.995326123,0.999997311
I25,N41,I25 Chronic ischaemic heart disease,N41 Inflammatory diseases of prostate,36556,2196,370,38,1.891057904,8.13E-14,Cardiovascular,Male genital organs,0,150,182,0.999892942,0.642011718
N32,N41,N32 Other disorders of bladder,N41 Inflammatory diseases of prostate,12287,2196,483,111,7.344513683,0,Urinary,Male genital organs,0,207,165,0.999289064,1
K43,K55,K43 Ventral hernia,K55 Vascular disorders of intestine,4850,1631,118,23,6.120408579,0,Gastrointestinal,Gastrointestinal,0,27,68,1,0.058606471
K43,K66,K43 Ventral hernia,K66 Other disorders of peritoneum,4850,5078,705,262,11.74488556,0,Gastrointestinal,Gastrointestinal,0,217,226,1,1
K43,M19,K43 Ventral hernia,M19 Other arthrosis,4850,26203,631,81,2.037186133,0,Gastrointestinal,Joint,0,303,247,0.849677951,0.999999983
K43,K56,K43 Ventral hernia,K56 Paralytic ileus and intestinal obstruction without hernia,4850,5961,657,124,9.323921676,7.77E-16,Gastrointestinal,Gastrointestinal,0,212,321,1,0.733742339
K20;K21,K43,K20 Oesophagitis;K21 Gastro-oesophageal reflux disease,K43 Ventral hernia,44943,4850,1014,81,1.908658651,1.15E-13,Gastrointestinal,Gastrointestinal,0,513,420,0.364890893,0.999999982
K43,K50,K43 Ventral hernia,K50 Crohn's disease [regional enteritis],4850,2380,165,25,5.864883046,0,Gastrointestinal,Gastrointestinal,0,35,105,1,0.000286106
K43,K80,K43 Ventral hernia,K80 Cholelithiasis,4850,19795,680,63,2.906068022,0,Gastrointestinal,Hepatobiliary pancreas,-1,188,429,1,4.36E-12
K43,K91,K43 Ventral hernia,"K91 Postprocedural disorders of digestive system, not elsewhere classified",4850,2347,467,70,16.83279211,1.22E-15,Gastrointestinal,Gastrointestinal,0,128,269,1,0.000587779
E03,K43,E03 Other hypothyroidism,K43 Ventral hernia,20958,4850,396,59,1.598445079,2.96E-14,Endocrine,Gastrointestinal,0,212,125,0.087384142,1
K43,K57,K43 Ventral hernia,K57 Diverticular disease of intestine,4850,41136,1098,63,2.258045297,0,Gastrointestinal,Gastrointestinal,0,424,611,1,0.000101368
J45,K43,J45 Asthma,K43 Ventral hernia,37337,4850,821,115,1.860184864,0,Respiratory,Gastrointestinal,0,470,236,1.85E-05,1
F17,K43,F17 Mental and behavioural disorders due to use of tobacco,K43 Ventral hernia,18179,4850,470,64,2.187158401,0,Psychiatric,Gastrointestinal,0,159,247,1,0.144359946
D73,K43,D73 Diseases of spleen,K43 Ventral hernia,777,4850,72,14,7.839057437,0,Hematological,Gastrointestinal,0,32,26,0.85560786,0.993612702
I25,K43,I25 Chronic ischaemic heart disease,K43 Ventral hernia,36556,4850,748,90,1.730992946,0,Cardiovascular,Gastrointestinal,0,370,288,0.628937208,1
I72,N28,I72 Other aneurysm,"N28 Other disorders of kidney and ureter, not elsewhere classified",743,3822,36,15,5.201362375,6.44E-15,Cardiovascular,Urinary,0,12,9,0.98559164,0.999403379
I63;I64,I72,"I63 Cerebral infarction;I64 Stroke, not specified as haemorrhage or infarction",I72 Other aneurysm,6144,743,54,22,4.853419677,2.00E-15,Cardiovascular,Cardiovascular,0,21,11,0.962047635,0.999998307
D64,I72,D64 Other anaemias,I72 Other aneurysm,18059,743,106,17,3.241286804,0,Hematological,Cardiovascular,0,47,42,0.896750896,0.987489325
I72,M19,I72 Other aneurysm,M19 Other arthrosis,743,26203,96,9,2.023138012,4.01E-10,Cardiovascular,Joint,0,40,47,0.958903466,0.620175356
I20,I72,I20 Angina pectoris,I72 Other aneurysm,25449,743,163,11,3.536895076,0,Cardiovascular,Cardiovascular,0,108,44,2.01E-05,0.999999999
I72,K56,I72 Other aneurysm,K56 Paralytic ileus and intestinal obstruction without hernia,743,5961,46,15,4.26131858,1.44E-15,Cardiovascular,Gastrointestinal,0,21,10,0.769304409,0.99997972
I51,I72,I51 Complications and ill-defined descriptions of heart disease,I72 Other aneurysm,7240,743,71,9,5.415331864,3.22E-15,Cardiovascular,Cardiovascular,0,30,32,0.923043615,0.828764501
I72,K20;K21,I72 Other aneurysm,K20 Oesophagitis;K21 Gastro-oesophageal reflux disease,743,44943,126,16,1.548152649,2.78E-06,Cardiovascular,Gastrointestinal,0,41,69,0.999974484,0.163561484
I72,M79,I72 Other aneurysm,"M79 Other soft tissue disorders, not elsewhere classified",743,18612,91,10,2.699937073,0,Cardiovascular,Muscular,0,42,39,0.799093602,0.929103313
I35,I72,I35 Nonrheumatic aortic valve disorders,I72 Other aneurysm,4101,743,46,8,6.194030737,1.11E-15,Cardiovascular,Cardiovascular,0,25,13,0.329369039,0.999179254
I72,K80,I72 Other aneurysm,K80 Cholelithiasis,743,19795,69,11,1.924858807,5.77E-07,Cardiovascular,Hepatobiliary pancreas,0,23,35,0.998227594,0.5
I72,I74,I72 Other aneurysm,I74 Arterial embolism and thrombosis,743,1324,97,39,40.45656846,0,Cardiovascular,Cardiovascular,0,28,30,0.999992617,0.999953297
I50,I72,I50 Heart failure,I72 Other aneurysm,8926,743,94,13,5.815355447,1.22E-15,Cardiovascular,Cardiovascular,0,41,40,0.910167493,0.939314444
I72,I95,I72 Other aneurysm,I95 Hypotension,743,8464,68,19,4.436480243,3.77E-15,Cardiovascular,Cardiovascular,0,27,22,0.965940663,0.998906878
